name,player_id,season,team.x,games,mpg,fg.,X3pt.,ft.,orb,drb,trb,ast,stl,blk,tov,pt,prod_pts
Gerald Green,6100,2013,PHO,82,28.4,0.445,0.4,0.848,0.59,2.77,3.35,1.49,0.85,0.51,1.77,15.79,23.01
Gerald Green,6100,2012,IND,60,18,0.366,0.314,0.8,0.52,1.83,2.35,0.83,0.3,0.38,0.88,7.02,11.57
Gerald Green,6100,2011,BKN,32,24.63,0.48,0.387,0.754,0.47,2.91,3.38,1.06,0.88,0.53,1.75,12.5,19.21
Gerald Green,6100,2008,DAL,38,9.87,0.439,0.304,0.844,0.37,1.05,1.42,0.39,0.26,0.13,0.87,5.24,7.46
Austin Rivers,10818,2020,NY,21,21.05,0.43,0.364,0.714,0.24,2,2.24,2,0.57,0,1.05,7.33,13.11
Austin Rivers,10818,2019,HOU,68,23.43,0.421,0.356,0.703,0.4,2.18,2.57,1.66,0.72,0.15,0.74,8.76,15.35
Austin Rivers,10818,2018,HOU,76,26.67,0.406,0.318,0.526,0.34,1.79,2.13,2.2,0.62,0.3,0.89,8.13,14.93
Austin Rivers,10818,2017,LAC,61,33.7,0.424,0.378,0.642,0.44,1.93,2.38,3.97,1.21,0.26,1.79,15.08,25.05
Austin Rivers,10818,2016,LAC,74,27.74,0.442,0.371,0.691,0.27,1.89,2.16,2.76,0.66,0.14,1.55,12.01,18.78
Austin Rivers,10818,2015,LAC,67,21.84,0.438,0.335,0.681,0.33,1.61,1.94,1.48,0.72,0.15,0.91,8.85,14.22
Austin Rivers,10818,2014,LAL,76,20.57,0.409,0.298,0.675,0.36,1.64,2,2.04,0.63,0.18,0.86,6.97,13.21
Austin Rivers,10818,2013,NO,67,19.37,0.41,0.375,0.641,0.39,1.46,1.85,2.34,0.63,0.13,1.13,7.75,13.87
Austin Rivers,10818,2012,NO,61,23.23,0.372,0.326,0.546,0.26,1.52,1.79,2.08,0.43,0.15,1.21,6.18,11.38
Isaiah Hartenstein,23644,2020,DEN,21,180,0.534,0,0.552,1.29,1.29,2.57,0.52,0.43,0.67,0.76,3.71,9.01
Isaiah Hartenstein,23644,2019,HOU,23,266,0.657,0,0.679,1.26,2.65,3.91,0.78,0.39,0.52,0.7,4.65,11.65
Isaiah Hartenstein,23644,2018,HOU,28,221,0.488,0.333,0.786,0.75,0.93,1.68,0.54,0.25,0.43,0.46,1.89,5.6
Kenneth Faried,8073,2018,HOU,37,19.68,0.589,0.32,0.646,2.62,4.14,6.76,0.54,0.46,0.62,0.89,10.38,20.57
Kenneth Faried,8073,2017,DEN,33,14,0.514,0,0.706,2.06,2.58,4.64,0.55,0.36,0.42,0.7,5.7,12.96
Kenneth Faried,8073,2016,DEN,61,21.23,0.549,0,0.693,2.93,4.57,7.51,0.9,0.7,0.67,0.95,9.62,21.79
Kenneth Faried,8073,2015,DEN,67,25.28,0.558,0.5,0.613,3.51,5.16,8.67,1.18,0.48,0.9,1.36,12.46,26.03
Kenneth Faried,8073,2014,DEN,75,27.8,0.507,0.125,0.691,3.23,5.68,8.91,1.19,0.83,0.76,1.57,12.61,26.68
Kenneth Faried,8073,2013,DEN,80,27.23,0.545,0,0.65,2.98,5.58,8.55,1.2,0.88,0.86,1.69,13.7,27.55
Kenneth Faried,8073,2012,DEN,79,28,0.553,0,0.607,3.23,5.92,9.15,0.97,1,1.04,1.39,11.51,26.63
Kenneth Faried,8073,2011,DEN,48,22.15,0.587,0,0.657,3.13,4.44,7.56,0.79,0.73,0.98,1.19,10.23,22.72
Gary Clark,27627,2020,ORL,26,20.96,0.294,0.264,0.857,1.12,2.46,3.58,0.92,0.35,0.19,0.58,3.42,9.6
Gary Clark,27627,2019,ORL,42,13.48,0.406,0.351,0.9,0.88,1.74,2.62,0.4,0.14,0.52,0.24,3.71,8.56
Gary Clark,27627,2018,HOU,51,12.55,0.331,0.297,1,0.47,1.8,2.27,0.35,0.39,0.51,0.14,2.9,7.83
Danuel House,20800,2020,HOU,17,27.82,0.374,0.286,0.767,0.59,3.06,3.65,2.12,0.76,0.53,0.94,8.88,18.08
Danuel House,20800,2019,HOU,63,30.35,0.427,0.363,0.811,0.9,3.33,4.24,1.35,1.06,0.54,0.86,10.51,19.97
Danuel House,20800,2018,HOU,39,25.08,0.468,0.416,0.789,0.64,2.95,3.59,1.03,0.54,0.28,0.9,9.38,15.97
Danuel House,20800,2017,PHO,23,17.48,0.434,0.259,0.806,0.57,2.74,3.3,1.09,0.3,0.26,0.48,6.61,12.86
Danuel House,20800,2016,WAS,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2
Chris Chiozza,28033,2020,BKN,12,9.25,0.293,0.278,0.818,0.25,0.67,0.92,2.33,0.33,0.25,0.67,3.17,8.27
Chris Chiozza,28033,2019,BKN,28,14.32,0.393,0.375,1,0.32,1.57,1.89,2.96,0.75,0.14,1.14,5.07,12.43
Chris Chiozza,28033,2018,HOU,7,4.57,0.25,0.4,0,0.14,0.43,0.57,0.57,0.14,0.14,0.14,0.86,2.83
Michael Frazier,18144,2019,HOU,13,11.08,0.241,0.174,0.643,0.08,0.69,0.77,0.15,0.15,0,0.38,2.08,3.15
Michael Frazier,18144,2018,HOU,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Victor Oladipo,13315,2020,HOU,20,31.95,0.401,0.329,0.74,0.2,5,5.2,4.6,1.35,0.4,2.2,19.1,33.54
Victor Oladipo,13315,2019,IND,19,27.79,0.394,0.317,0.814,0.47,3.47,3.95,2.95,0.89,0.21,2.47,14.47,23.37
Victor Oladipo,13315,2018,IND,36,31.83,0.423,0.343,0.73,0.58,5.03,5.61,5.17,1.67,0.31,2.28,18.75,34.9
Victor Oladipo,13315,2017,IND,75,34.03,0.477,0.371,0.799,0.63,4.57,5.2,4.31,2.35,0.76,2.93,23.13,39.11
Victor Oladipo,13315,2016,OKC,67,33.16,0.443,0.361,0.753,0.58,3.76,4.34,2.63,1.15,0.33,1.78,15.93,26.26
Victor Oladipo,13315,2015,ORL,72,33.04,0.439,0.35,0.83,0.67,4.17,4.83,3.92,1.61,0.75,2.13,16.01,30.29
Victor Oladipo,13315,2014,ORL,72,35.72,0.436,0.339,0.819,0.71,3.49,4.19,4.1,1.67,0.26,2.83,17.94,30.15
Victor Oladipo,13315,2013,ORL,80,31.08,0.419,0.327,0.78,0.54,3.58,4.11,4.09,1.61,0.46,3.2,13.83,25.84
Thaddeus Young,2658,2020,CHI,25,25.32,0.595,0.238,0.514,2.48,3.36,5.84,4.32,1.28,0.56,1.96,11.52,26.73
Thaddeus Young,2658,2019,CHI,64,24.84,0.448,0.356,0.583,1.47,3.45,4.92,1.83,1.44,0.36,1.59,10.3,20.95
Thaddeus Young,2658,2018,IND,81,30.72,0.527,0.349,0.644,2.37,4.09,6.46,2.52,1.52,0.44,1.52,12.64,26.58
Thaddeus Young,2658,2017,IND,81,32.19,0.487,0.32,0.598,2.27,4.06,6.33,1.88,1.65,0.46,1.3,11.79,25.13
Thaddeus Young,2658,2016,IND,74,30.22,0.527,0.381,0.523,1.77,4.28,6.05,1.62,1.54,0.41,1.28,11,23.31
Thaddeus Young,2658,2015,BKN,73,32.97,0.514,0.233,0.644,2.42,6.63,9.05,1.85,1.53,0.51,1.86,15.1,30.95
Thaddeus Young,2658,2014,MIN,75,31.99,0.464,0.321,0.648,1.67,3.76,5.43,2.25,1.63,0.33,1.55,13.93,26.2
Thaddeus Young,2658,2013,PHI,78,34.56,0.456,0.309,0.712,2.13,3.92,6.05,2.31,2.13,0.45,2.09,18.17,31.95
Thaddeus Young,2658,2012,PHI,73,34.58,0.53,0.125,0.572,2.34,5.12,7.47,1.64,1.77,0.74,1.15,14.66,29.95
Thaddeus Young,2658,2011,PHI,65,27.69,0.508,0.25,0.765,2.18,2.95,5.14,1.18,1.02,0.65,0.88,12.78,23.17
Thaddeus Young,2658,2010,PHI,56,26,0.555,0.222,0.72,1.79,3.38,5.16,1.07,1.05,0.29,1.2,12.46,21.75
Thaddeus Young,2658,2009,PHI,15,36.93,0.459,0.355,0.679,1.13,3.07,4.2,2,1.13,0.13,2.33,14.2,22.44
Thaddeus Young,2658,2008,PHI,75,34.35,0.495,0.341,0.735,1.85,3.17,5.03,1.15,1.33,0.31,1.57,15.27,24.73
Tyreke Evans,6326,2018,IND,69,20.3,0.389,0.356,0.719,0.48,2.43,2.91,2.41,0.84,0.26,1.71,10.23,17.83
Tyreke Evans,6326,2017,MEM,52,30.9,0.452,0.399,0.785,0.85,4.25,5.1,5.17,1.1,0.33,2.25,19.42,33.89
Tyreke Evans,6326,2016,SAC,40,19.7,0.405,0.356,0.75,0.3,3.1,3.4,3.13,0.88,0.23,1.53,10.28,19.72
Tyreke Evans,6326,2015,NO,25,30.6,0.435,0.388,0.796,0.8,4.36,5.16,6.56,1.28,0.32,2.92,15.16,31.47
Tyreke Evans,6326,2014,NO,79,34.04,0.447,0.304,0.694,1.04,4.23,5.27,6.59,1.27,0.47,3.11,16.62,33.19
Tyreke Evans,6326,2013,NO,71,28.15,0.433,0.223,0.769,1.07,3.69,4.76,5.06,1.18,0.28,2.45,14.41,28.18
Tyreke Evans,6326,2012,SAC,65,31.02,0.478,0.338,0.775,0.86,3.55,4.42,3.52,1.38,0.42,1.97,15.18,27.4
Tyreke Evans,6326,2011,SAC,64,34.48,0.45,0.21,0.776,0.98,3.61,4.59,4.61,1.36,0.45,2.8,16.38,29.63
Tyreke Evans,6326,2010,SAC,44,37.59,0.407,0.308,0.76,0.84,3.95,4.8,5.55,1.73,0.57,3.25,17.91,33.32
Tyreke Evans,6326,2009,SAC,12,35.5,0.435,0.286,0.75,0.83,4.33,5.17,5,1.5,0.42,2.92,18.25,32.87
Bojan Bogdanovic,8083,2020,UTA,30,30.83,0.425,0.398,0.859,0.47,3.43,3.9,2.1,0.4,0.07,1.57,15.5,22.7
Bojan Bogdanovic,8083,2019,UTA,63,33.05,0.447,0.414,0.903,0.62,3.49,4.11,2.08,0.54,0.11,2.52,20.24,27.07
Bojan Bogdanovic,8083,2018,IND,81,31.77,0.497,0.425,0.807,0.41,3.7,4.11,1.99,0.85,0.01,1.65,17.95,25.94
Bojan Bogdanovic,8083,2017,IND,80,30.8,0.474,0.402,0.868,0.38,3,3.38,1.49,0.69,0.1,1.33,14.26,20.79
Bojan Bogdanovic,8083,2016,WAS,81,25.7,0.445,0.367,0.893,0.47,2.98,3.44,1.37,0.42,0.09,1.62,13.74,19.32
Bojan Bogdanovic,8083,2015,BKN,79,26.76,0.433,0.383,0.833,0.46,2.77,3.23,1.25,0.37,0.06,1.46,11.23,16.39
Bojan Bogdanovic,8083,2014,BKN,78,23.76,0.453,0.355,0.821,0.64,2.09,2.73,0.87,0.44,0.12,1,8.97,13.66
Darren Collison,6307,2018,IND,76,28.2,0.467,0.407,0.832,0.47,2.58,3.05,6.04,1.45,0.12,1.64,11.22,25.43
Darren Collison,6307,2017,IND,69,29.25,0.495,0.468,0.882,0.54,2.04,2.58,5.33,1.35,0.22,1.25,12.39,25.37
Darren Collison,6307,2016,SAC,68,30.34,0.477,0.42,0.86,0.34,1.93,2.26,4.57,1,0.13,1.66,13.24,23.42
Darren Collison,6307,2015,SAC,74,29.97,0.486,0.401,0.858,0.38,1.91,2.28,4.3,1.03,0.05,1.74,13.99,23.59
Darren Collison,6307,2014,SAC,45,34.76,0.473,0.373,0.788,0.42,2.76,3.18,5.6,1.49,0.31,2.49,16.11,29.44
Darren Collison,6307,2013,LAL,79,25.9,0.466,0.371,0.857,0.57,1.77,2.34,3.72,1.18,0.18,1.65,11.37,20.82
Darren Collison,6307,2012,DAL,80,29.23,0.473,0.358,0.879,0.39,2.35,2.74,5.08,1.23,0.1,2.13,12.04,23.46
Darren Collison,6307,2011,IND,60,31.17,0.428,0.354,0.817,0.48,2.57,3.05,4.75,0.8,0.22,1.9,10.02,20.94
Darren Collison,6307,2010,IND,52,30.25,0.443,0.304,0.866,0.48,2.4,2.88,5.06,1.19,0.12,2.44,13.13,24.36
Darren Collison,6307,2009,NO,10,18.8,0.407,0.286,0.929,0.7,1.5,2.2,3.2,1,0,1.5,9.4,17.34
Cory Joseph,8080,2020,SAC,30,20.33,0.461,0.339,0.758,0.5,1.77,2.27,2.37,0.77,0.2,1,6.57,13.77
Cory Joseph,8080,2019,SAC,72,24.43,0.415,0.352,0.857,0.61,2,2.61,3.49,0.74,0.29,1.11,6.36,15.67
Cory Joseph,8080,2018,IND,82,25.16,0.412,0.322,0.698,0.48,2.93,3.4,3.91,1.15,0.27,0.98,6.55,18.36
Cory Joseph,8080,2017,IND,82,26.95,0.424,0.353,0.745,0.48,2.74,3.22,3.17,0.98,0.22,1.09,7.91,17.84
Cory Joseph,8080,2016,TOR,80,25.03,0.452,0.356,0.77,0.64,2.29,2.93,3.33,0.86,0.14,1.36,9.25,18.39
Cory Joseph,8080,2015,TOR,80,25.58,0.439,0.273,0.764,0.49,2.15,2.64,3.13,0.79,0.25,1.28,8.46,17.12
Cory Joseph,8080,2014,SA,79,18.27,0.504,0.364,0.734,0.56,1.87,2.43,2.38,0.58,0.22,0.85,6.77,14.01
Cory Joseph,8080,2013,SA,68,13.76,0.475,0.316,0.823,0.47,1.1,1.57,1.68,0.51,0.21,0.63,5.04,10.26
Cory Joseph,8080,2012,SA,28,13.82,0.464,0.286,0.857,0.43,1.43,1.86,1.89,0.54,0.14,0.75,4.5,10.18
Cory Joseph,8080,2011,SA,31,9.65,0.321,0.167,0.609,0.16,0.71,0.87,1.19,0.29,0.1,0.42,2.23,5.42
Doug McDermott,15363,2020,IND,28,26.14,0.511,0.355,0.795,1,3.07,4.07,1.36,0.25,0.07,1.07,13.07,19.56
Doug McDermott,15363,2019,IND,69,19.88,0.488,0.435,0.828,0.38,2.14,2.52,1.13,0.17,0.07,0.61,10.29,14.9
Doug McDermott,15363,2018,IND,77,17.39,0.491,0.408,0.835,0.22,1.19,1.42,0.87,0.23,0.1,0.55,7.32,10.46
Doug McDermott,15363,2017,DAL,81,21.81,0.467,0.426,0.79,0.49,1.98,2.47,0.98,0.23,0.2,0.69,7.78,12.38
Doug McDermott,15363,2016,OKC,66,22.83,0.446,0.368,0.845,0.32,2.41,2.73,0.89,0.2,0.08,0.58,8.97,13.55
Doug McDermott,15363,2015,CHI,81,22.96,0.452,0.425,0.857,0.46,1.95,2.41,0.73,0.17,0.07,0.64,9.43,13.27
Doug McDermott,15363,2014,CHI,35,8.46,0.388,0.306,0.667,0.14,0.94,1.09,0.11,0.09,0.03,0.46,2.77,4.02
Kyle O'Quinn,10874,2019,PHI,30,313,0.494,0.259,0.55,1.13,2.73,3.87,1.7,0.23,0.8,0.67,3.4,11.99
Kyle O'Quinn,10874,2018,IND,45,370,0.507,0.083,0.81,0.64,2,2.64,1.24,0.2,0.56,0.69,3.47,9.33
Kyle O'Quinn,10874,2017,NY,77,1386,0.585,0.235,0.772,1.57,4.53,6.1,2.05,0.45,1.27,1.3,7.14,19.7
Kyle O'Quinn,10874,2016,NY,79,1229,0.521,0.118,0.771,1.99,3.56,5.54,1.48,0.47,1.33,0.96,6.28,17.79
Kyle O'Quinn,10874,2015,NY,65,764,0.476,0.227,0.767,1.17,2.68,3.85,1.11,0.31,0.75,0.94,4.75,12.22
Kyle O'Quinn,10874,2014,ORL,51,823,0.492,0.279,0.772,0.9,3,3.9,1.16,0.61,0.76,1.08,5.76,13.85
Kyle O'Quinn,10874,2013,ORL,69,1188,0.501,0,0.687,1.45,3.83,5.28,1.13,0.57,1.28,1.13,6.22,16.79
Kyle O'Quinn,10874,2012,ORL,56,633,0.513,0,0.667,1.16,2.55,3.71,0.93,0.2,0.46,0.66,4.14,10.65
Myles Turner,17839,2020,IND,27,842,0.498,0.325,0.776,1.26,5.3,6.56,1,1.07,3.48,1.37,13.22,30.33
Myles Turner,17839,2019,IND,62,1825,0.457,0.344,0.751,1.39,5.18,6.56,1.16,0.74,2.13,1.37,12.08,26.07
Myles Turner,17839,2018,IND,74,2119,0.487,0.388,0.736,1.36,5.81,7.18,1.55,0.81,2.69,1.35,13.3,29.89
Myles Turner,17839,2017,IND,65,1836,0.479,0.357,0.777,1.43,4.98,6.42,1.34,0.58,1.82,1.48,12.74,25.77
Myles Turner,17839,2016,IND,81,2541,0.511,0.345,0.809,1.7,5.54,7.25,1.33,0.89,2.15,1.3,14.48,29.96
Myles Turner,17839,2015,IND,60,1367,0.498,0.214,0.727,1.13,4.4,5.53,0.68,0.42,1.43,1.12,10.32,20.57
Domantas Sabonis,20216,2020,IND,29,36.38,0.528,0.358,0.71,2.79,8.83,11.62,5.72,1,0.66,3.38,21.48,43.94
Domantas Sabonis,20216,2019,IND,62,34.81,0.54,0.254,0.723,3.05,9.39,12.44,5,0.76,0.48,2.74,18.5,40.66
Domantas Sabonis,20216,2018,IND,74,24.84,0.59,0.529,0.715,2.51,6.81,9.32,2.86,0.65,0.41,2.16,14.09,29.53
Domantas Sabonis,20216,2017,IND,74,24.49,0.514,0.351,0.75,2.23,5.5,7.73,2.04,0.54,0.43,1.85,11.64,24.07
Domantas Sabonis,20216,2016,OKC,81,20.14,0.399,0.321,0.657,0.56,2.99,3.54,1.01,0.48,0.41,1.02,5.91,12.44
TJ Leaf,23613,2019,IND,28,7.89,0.419,0.278,0.438,0.82,1.71,2.54,0.32,0.36,0.14,0.29,3,7.24
TJ Leaf,23613,2018,IND,58,8.98,0.541,0.258,0.613,0.74,1.41,2.16,0.41,0.16,0.33,0.21,3.88,7.84
TJ Leaf,23613,2017,IND,53,8.62,0.471,0.429,0.625,0.55,1,1.55,0.17,0.09,0.08,0.19,2.94,5.21
Aaron Holiday,26989,2020,IND,29,19.86,0.37,0.333,0.759,0.21,1.14,1.34,1.83,0.48,0.14,0.79,7.41,12.22
Aaron Holiday,26989,2019,IND,66,24.5,0.414,0.394,0.851,0.33,2.02,2.35,3.41,0.82,0.24,1.33,9.5,18.22
Aaron Holiday,26989,2018,IND,53,12.4,0.401,0.339,0.82,0.09,1.17,1.26,1.64,0.4,0.25,0.75,5.55,10.05
Alize Johnson,27016,2019,IND,17,6.88,0.414,0.375,0.7,0.94,1.88,2.82,0.41,0.18,0.12,0.41,2,6.18
Alize Johnson,27016,2018,IND,14,4.57,0.25,0.5,0.5,0.29,1.07,1.36,0.07,0.07,0.21,0,0.93,3.24
Wesley Matthews,6489,2020,LAL,24,20.96,0.394,0.366,0.8,0.46,1.21,1.67,1.13,0.46,0.38,0.38,5.17,10.15
Wesley Matthews,6489,2019,MIL,67,24.39,0.396,0.364,0.765,0.33,2.15,2.48,1.37,0.57,0.13,0.64,7.37,13.17
Wesley Matthews,6489,2018,IND,69,30.3,0.4,0.372,0.81,0.46,2,2.46,2.32,0.78,0.25,1.32,12.17,19.35
Wesley Matthews,6489,2017,DAL,63,33.83,0.406,0.381,0.822,0.44,2.7,3.14,2.73,1.21,0.25,1.33,12.73,22.18
Wesley Matthews,6489,2016,DAL,73,34.16,0.393,0.363,0.816,0.26,3.32,3.58,2.88,1.01,0.22,1.4,13.51,23.18
Wesley Matthews,6489,2015,DAL,78,33.9,0.388,0.36,0.863,0.35,2.71,3.05,1.94,1,0.22,1,12.53,20.53
Wesley Matthews,6489,2014,POR,60,33.73,0.448,0.389,0.752,0.63,3.07,3.7,2.32,1.28,0.17,1.35,15.93,25.4
Wesley Matthews,6489,2013,POR,81,33.9,0.44,0.392,0.833,0.62,2.94,3.56,2.37,0.93,0.17,1.35,16.23,24.91
Wesley Matthews,6489,2012,POR,66,34.83,0.436,0.395,0.789,0.53,2.26,2.79,2.59,1.35,0.27,1.64,14.98,23.82
Wesley Matthews,6489,2011,POR,68,33.56,0.417,0.384,0.86,0.84,2.51,3.35,1.69,1.46,0.22,1.12,13.76,22.56
Wesley Matthews,6489,2010,POR,54,34.2,0.443,0.381,0.829,0.61,2.67,3.28,1.91,1.26,0.13,1.67,16.46,24.37
Wesley Matthews,6489,2009,UTA,13,20.69,0.493,0.389,0.7,0.31,1.15,1.46,0.54,0.38,0,1,7,9.33
Edmond Sumner,23653,2020,IND,16,9.31,0.49,0.312,0.643,0.38,0.94,1.31,0.5,0.5,0.06,0.63,3.88,6.7
Edmond Sumner,23653,2019,IND,31,14.39,0.43,0.264,0.552,0.35,1.13,1.48,1.77,0.48,0.29,0.71,4.9,10.18
Edmond Sumner,23653,2018,IND,23,9.09,0.344,0.259,0.625,0.39,0.65,1.04,0.43,0.52,0.22,0.43,2.87,5.82
Edmond Sumner,23653,2017,IND,1,2,1,0,0,0,1,1,0,0,0,0,2,3.2
Danilo Gallinari,6138,2020,ATL,18,19.94,0.376,0.367,0.934,0.22,2.78,3,1.33,0.33,0.11,1.17,10.67,15.99
Danilo Gallinari,6138,2019,OKC,62,29.56,0.438,0.405,0.893,0.55,4.65,5.19,1.92,0.68,0.08,1.23,18.71,28.11
Danilo Gallinari,6138,2018,LAC,68,30.28,0.463,0.433,0.904,0.79,5.34,6.13,2.62,0.72,0.34,1.46,19.79,31.74
Danilo Gallinari,6138,2017,LAC,21,31.95,0.398,0.324,0.931,0.43,4.38,4.81,2,0.57,0.48,1.24,15.29,24.91
Danilo Gallinari,6138,2016,DEN,63,33.87,0.447,0.388,0.902,0.62,4.51,5.13,2.16,0.65,0.24,1.27,18.17,28.07
Danilo Gallinari,6138,2015,DEN,53,34.68,0.41,0.361,0.868,0.96,4.32,5.28,2.53,0.79,0.36,1.45,19.55,30.53
Danilo Gallinari,6138,2014,DEN,59,24.15,0.401,0.355,0.895,0.53,3.17,3.69,1.41,0.8,0.34,0.97,12.44,20.29
Danilo Gallinari,6138,2013,DEN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Danilo Gallinari,6138,2012,DEN,70,32.49,0.418,0.372,0.826,0.91,4.24,5.16,2.5,0.9,0.5,1.56,16.17,27.35
Danilo Gallinari,6138,2011,DEN,44,31.36,0.42,0.33,0.874,0.68,4,4.68,2.75,0.98,0.5,1.64,15,26.06
Danilo Gallinari,6138,2010,DEN,46,34.67,0.417,0.352,0.889,0.93,3.63,4.57,1.76,0.78,0.48,1.11,16.04,25.58
Danilo Gallinari,6138,2009,NY,13,29.31,0.448,0.438,0.857,0.62,3.54,4.15,1.23,0.62,0.54,1.54,14.08,21.68
Danilo Gallinari,6138,2008,NY,28,14.68,0.448,0.444,0.963,0.46,1.5,1.96,0.54,0.5,0.14,0.54,6.07,9.98
Wilson Chandler,2616,2019,BKN,35,20.97,0.404,0.306,0.87,0.31,3.83,4.14,1.11,0.46,0.34,0.97,5.86,13.13
Wilson Chandler,2616,2018,LAC,52,22.62,0.418,0.373,0.72,0.92,3.21,4.13,1.58,0.48,0.4,0.88,5.87,14.08
Wilson Chandler,2616,2017,DEN,74,31.64,0.445,0.358,0.772,1.38,4.01,5.39,2.16,0.58,0.53,1.24,9.97,20.66
Wilson Chandler,2616,2016,DEN,71,30.93,0.461,0.337,0.727,1.46,5.01,6.48,2,0.73,0.45,1.59,15.73,27.28
Wilson Chandler,2616,2015,DEN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wilson Chandler,2616,2014,DEN,78,31.68,0.429,0.342,0.775,1.23,4.86,6.09,1.72,0.74,0.37,1.41,13.91,24.62
Wilson Chandler,2616,2013,DEN,62,31.06,0.416,0.348,0.724,0.94,3.81,4.74,1.84,0.74,0.5,1.27,13.65,23.3
Wilson Chandler,2616,2012,DEN,43,25.09,0.462,0.413,0.793,1.05,4.02,5.07,1.35,1.05,0.28,1.4,13.02,22.39
Wilson Chandler,2616,2011,DEN,8,26.75,0.392,0.25,0.833,0.75,4.38,5.13,2.13,0.75,0.75,2.25,9.38,19.46
Wilson Chandler,2616,2010,DEN,49,34.41,0.468,0.359,0.793,1.2,4.78,5.98,1.61,0.65,1.37,1.39,16.88,29.12
Wilson Chandler,2616,2009,NY,13,32,0.407,0.231,0.88,1.38,3.85,5.23,1.69,0.46,1.08,1.54,11.46,21.82
Wilson Chandler,2616,2008,NY,82,33.34,0.432,0.328,0.795,1.11,4.32,5.43,2.07,0.87,0.91,1.7,14.44,25.93
Garrett Temple,6492,2020,CHI,28,27.79,0.439,0.359,0.828,0.54,2.64,3.18,1.93,1.07,0.61,1,9.07,18.14
Garrett Temple,6492,2019,BKN,62,27.89,0.378,0.329,0.805,0.47,3.05,3.52,2.52,0.79,0.47,1,10.34,19.85
Garrett Temple,6492,2018,LAC,75,27.2,0.422,0.341,0.748,0.37,2.51,2.88,1.4,1.01,0.4,0.93,7.81,15.26
Garrett Temple,6492,2017,SAC,65,24.85,0.418,0.392,0.769,0.34,2,2.34,1.91,0.89,0.4,1.23,8.42,15.44
Garrett Temple,6492,2016,SAC,65,26.58,0.424,0.371,0.784,0.49,2.34,2.83,2.58,1.29,0.43,1.2,7.78,17.3
Garrett Temple,6492,2015,WAS,80,24.39,0.398,0.346,0.728,0.45,2.2,2.65,1.75,0.86,0.23,0.8,7.28,14.46
Garrett Temple,6492,2014,WAS,52,14.13,0.4,0.375,0.729,0.46,1.27,1.73,1.08,0.81,0.17,0.65,3.92,8.92
Garrett Temple,6492,2013,WAS,74,8.58,0.355,0.207,0.683,0.28,0.62,0.91,0.97,0.47,0.15,0.57,1.78,5.01
Garrett Temple,6492,2012,WAS,51,22.65,0.407,0.325,0.703,0.57,1.84,2.41,2.25,0.98,0.33,1.2,5.14,12.85
Garrett Temple,6492,2010,SA,11,8.73,0.32,0.273,0,0.09,0.45,0.55,0.64,0.18,0.18,0.27,1.73,3.79
Louis Williams,2657,2020,LAC,30,22.43,0.421,0.376,0.857,0.43,2,2.43,3.8,0.83,0.1,1.5,12.33,21.32
Louis Williams,2657,2019,LAC,65,28.66,0.418,0.352,0.861,0.48,2.62,3.09,5.62,0.68,0.18,2.8,18.23,29.29
Louis Williams,2657,2018,LAC,75,26.56,0.425,0.361,0.876,0.53,2.43,2.96,5.36,0.76,0.15,2.41,19.97,30.97
Louis Williams,2657,2017,LAC,79,32.77,0.435,0.359,0.88,0.51,2,2.51,5.28,1.08,0.24,2.96,22.56,33.15
Louis Williams,2657,2016,HOU,81,24.6,0.428,0.366,0.88,0.32,2.19,2.51,2.95,0.99,0.25,1.98,17.52,25.45
Louis Williams,2657,2015,LAL,67,28.45,0.407,0.343,0.83,0.48,2.06,2.54,2.49,0.93,0.28,1.6,15.34,22.95
Louis Williams,2657,2014,TOR,80,25.19,0.404,0.34,0.861,0.3,1.59,1.89,2.05,1.1,0.13,1.26,15.53,22.05
Louis Williams,2657,2013,ATL,59,24.19,0.402,0.342,0.849,0.15,1.88,2.03,3.53,0.75,0.07,1.53,10.54,18.37
Louis Williams,2657,2012,ATL,39,28.69,0.422,0.367,0.868,0.21,1.85,2.05,3.56,1.13,0.26,1.9,14.13,22.81
Louis Williams,2657,2011,PHI,66,26.08,0.409,0.361,0.819,0.47,1.91,2.38,3.38,0.82,0.27,1.14,14.92,23.89
Louis Williams,2657,2010,PHI,54,23.44,0.413,0.349,0.82,0.44,1.5,1.94,3.43,0.54,0.3,1.39,13.87,21.62
Louis Williams,2657,2009,PHI,13,34.38,0.488,0.28,0.827,0.46,3,3.46,5.08,1.77,0.23,1.77,16.69,30.69
Louis Williams,2657,2008,PHI,81,23.69,0.398,0.286,0.79,0.44,1.59,2.04,2.99,1.05,0.17,1.86,12.83,20.33
JaMychal Green,11666,2020,DEN,25,20.44,0.444,0.427,0.844,1.64,4.36,6,0.96,0.6,0.28,1.04,9.12,18.48
JaMychal Green,11666,2019,LAC,63,20.75,0.429,0.387,0.75,1.22,4.94,6.16,0.78,0.46,0.38,0.86,6.83,16.21
