name,player_id,season,team.x,games,mpg,fg.,X3pt.,ft.,orb,drb,trb,ast,stl,blk,tov,pt,prod_pts
Jonas Valanciunas,8055,2014,TOR,80,26.19,0.572,0,0.786,2.69,5.98,8.66,0.49,0.41,1.19,1.36,12.04,25
Jonas Valanciunas,8055,2013,TOR,81,28.17,0.531,0,0.762,2.79,6.02,8.81,0.7,0.3,0.88,1.68,11.31,23.61
Jonas Valanciunas,8055,2012,TOR,61,23.9,0.556,0,0.785,1.98,4.07,6.05,0.7,0.26,1.26,1.51,8.95,18.81
Justise Winslow,17838,2020,MEM,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Justise Winslow,17838,2019,MEM,11,2.91,0.388,0.222,0.667,1.45,5.18,6.64,4,0.64,0.45,2.18,11.27,25.24
Justise Winslow,17838,2018,MIA,66,0.45,0.433,0.375,0.628,0.95,4.42,5.38,4.27,1.09,0.29,2.15,12.58,26.05
Justise Winslow,17838,2017,MIA,68,0.36,0.424,0.377,0.635,0.94,4.5,5.44,2.18,0.79,0.49,1.13,7.78,19
Justise Winslow,17838,2016,MIA,18,1.93,0.354,0.2,0.617,1.28,3.94,5.22,3.67,1.44,0.33,1.83,10.89,24.38
Justise Winslow,17838,2015,MIA,78,0.37,0.423,0.276,0.684,1.04,4.13,5.17,1.5,0.87,0.33,1.22,6.46,16.1
Dillon Brooks,23646,2020,MEM,19,1.53,0.377,0.294,0.762,1.26,2.37,3.63,2.68,1.32,0.47,2.16,15.32,25.12
Dillon Brooks,23646,2019,MEM,73,0.4,0.407,0.358,0.808,0.93,2.4,3.33,2.05,0.86,0.37,1.7,16.18,24.02
Dillon Brooks,23646,2018,MEM,18,1.02,0.402,0.375,0.733,0.5,1.22,1.72,0.89,0.56,0.22,1.06,7.5,11.4
Dillon Brooks,23646,2017,MEM,82,0.35,0.44,0.356,0.747,0.6,2.54,3.13,1.65,0.89,0.21,1.51,10.95,17.86
De'Anthony Melton,27012,2020,MEM,12,1.78,0.48,0.442,0.625,0.33,2.67,3,3.17,0.92,1,1.42,10,20.77
De'Anthony Melton,27012,2019,MEM,60,0.32,0.401,0.286,0.769,0.72,2.95,3.67,2.92,1.28,0.33,1.4,7.58,18.19
De'Anthony Melton,27012,2018,PHO,50,0.39,0.391,0.305,0.75,0.5,2.18,2.68,3.18,1.36,0.46,1.5,5,15.13
Kyle Anderson,15382,2020,MEM,19,1.49,0.438,0.333,0.783,1,5.58,6.58,3.79,0.74,0.74,1.63,12.68,27.58
Kyle Anderson,15382,2019,MEM,67,0.3,0.474,0.282,0.667,0.87,3.39,4.25,2.42,0.81,0.55,0.99,5.82,16.28
Kyle Anderson,15382,2018,MEM,43,0.69,0.543,0.265,0.578,1.12,4.72,5.84,2.98,1.26,0.86,1.35,8.05,22.4
Kyle Anderson,15382,2017,SA,74,0.36,0.527,0.333,0.712,1.14,4.22,5.35,2.73,1.55,0.8,1.27,7.91,21.85
Kyle Anderson,15382,2016,SA,72,0.2,0.445,0.375,0.789,0.46,2.44,2.9,1.26,0.71,0.36,0.54,3.42,10.39
Kyle Anderson,15382,2015,SA,78,0.2,0.466,0.324,0.747,0.32,2.82,3.14,1.58,0.77,0.37,0.76,4.49,12.15
Kyle Anderson,15382,2014,SA,33,0.33,0.348,0.273,0.643,0.15,2.03,2.18,0.85,0.45,0.21,0.3,2.24,7.16
Ja Morant,31559,2020,MEM,11,2.64,0.462,0.278,0.814,0.55,1.64,2.18,7.36,1.09,0.36,2.91,18.55,32.21
Ja Morant,31559,2019,MEM,67,0.46,0.477,0.335,0.776,0.76,3.1,3.87,7.28,0.87,0.27,3.28,17.81,32.36
Tyus Jones,17852,2020,MEM,19,1.28,0.441,0.25,0.818,0.53,2.26,2.79,5.58,1.32,0.16,0.95,8.68,22.4
Tyus Jones,17852,2019,MEM,65,0.29,0.459,0.379,0.741,0.14,1.45,1.58,4.38,0.91,0.09,0.85,7.45,17.08
Tyus Jones,17852,2018,MIN,68,0.34,0.415,0.317,0.841,0.34,1.63,1.97,4.81,1.18,0.07,0.69,6.88,18.27
Tyus Jones,17852,2017,MIN,82,0.22,0.457,0.349,0.877,0.2,1.41,1.61,2.83,1.16,0.07,0.72,5.07,12.99
Tyus Jones,17852,2016,MIN,60,0.22,0.414,0.356,0.767,0.17,0.95,1.12,2.58,0.8,0.08,0.63,3.48,9.83
Tyus Jones,17852,2015,MIN,37,0.42,0.359,0.302,0.718,0.19,1.08,1.27,2.92,0.84,0.08,0.89,4.22,11.06
Jaren Jackson Jr.,26970,2020,MEM,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jaren Jackson Jr.,26970,2019,MEM,57,0.5,0.469,0.394,0.747,0.96,3.63,4.6,1.37,0.7,1.61,1.74,17.37,27.83
Jaren Jackson Jr.,26970,2018,MEM,58,0.45,0.506,0.359,0.766,1.26,3.43,4.69,1.12,0.9,1.41,1.69,13.76,24
Brandon Clarke,31578,2020,MEM,17,1.66,0.488,0.265,0.594,1.76,4.06,5.82,1.65,1.24,0.76,0.65,13.29,26.11
Brandon Clarke,31578,2019,MEM,58,0.39,0.618,0.359,0.759,1.59,4.36,5.95,1.4,0.55,0.83,0.95,12.07,23.11
Grayson Allen,26987,2020,MEM,14,1.53,0.379,0.377,0.9,0.5,2.36,2.86,1.86,1,0.21,1,8.29,15.93
Grayson Allen,26987,2019,MEM,38,0.5,0.466,0.404,0.867,0.21,2.03,2.24,1.37,0.26,0.05,0.87,8.68,13.18
Grayson Allen,26987,2018,UTA,40,0.26,0.376,0.323,0.75,0.08,0.5,0.58,0.63,0.15,0.15,0.83,5.28,6.68
John Konchar,32170,2020,MEM,11,1.54,0.488,0.462,1,1.27,3,4.27,1.55,1.09,0.36,0.27,5.09,15.17
John Konchar,32170,2019,MEM,19,0.5,0.649,0.5,0.5,0.95,1.53,2.47,1.16,0.37,0.16,0.37,2.84,8.23
Desmond Bane,70672,2020,MEM,19,1.19,0.479,0.481,0.8,0.42,2.32,2.74,1.58,0.58,0.16,1.11,9.84,15.86
Jontay Porter,47359,2020,MEM,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jontay Porter,47359,2019,MEM,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Xavier Tillman,70677,2020,MEM,14,1.56,0.532,0.235,0.75,1.36,3.64,5,1.64,1.07,0.79,0.64,8.07,19.61
Jimmy Butler,8081,2020,MIA,11,2.82,0.444,0,0.86,1.82,5,6.82,6.55,2,0.45,1.82,18.18,39.27
Jimmy Butler,8081,2019,MIA,58,0.58,0.455,0.244,0.834,1.83,4.83,6.66,6.03,1.78,0.55,2.19,19.95,39.45
Jimmy Butler,8081,2018,PHI,65,0.52,0.462,0.347,0.855,1.86,3.4,5.26,4.05,1.89,0.6,1.46,18.69,34.6
Jimmy Butler,8081,2017,MIN,59,0.62,0.474,0.35,0.854,1.36,3.98,5.34,4.88,1.97,0.41,1.83,22.15,38.8
Jimmy Butler,8081,2016,CHI,76,0.49,0.455,0.367,0.865,1.68,4.5,6.18,5.49,1.88,0.41,2.09,23.89,42.03
Jimmy Butler,8081,2015,CHI,67,0.55,0.455,0.311,0.832,1.18,4.18,5.36,4.79,1.64,0.64,1.97,20.88,37.09
Jimmy Butler,8081,2014,CHI,65,0.59,0.462,0.378,0.834,1.75,4.08,5.83,3.26,1.75,0.55,1.43,20.02,35.09
Jimmy Butler,8081,2013,CHI,64,0.61,0.397,0.274,0.777,1.34,3.73,5.08,2.72,1.89,0.53,1.52,13.25,26.75
Jimmy Butler,8081,2012,CHI,79,0.32,0.453,0.364,0.803,1.63,2.23,3.86,1.38,0.95,0.37,0.73,8.22,16.82
Jimmy Butler,8081,2011,CHI,43,0.2,0.427,0.182,0.75,0.53,0.79,1.33,0.35,0.28,0.12,0.33,2.72,5.3
Goran Dragic,6146,2020,MIA,17,1.56,0.456,0.359,0.809,0.41,2.65,3.06,5.29,0.53,0.12,3,14.35,24.26
Goran Dragic,6146,2019,MIA,59,0.48,0.441,0.367,0.776,0.49,2.68,3.17,5.1,0.68,0.17,2.44,16.15,26.86
Goran Dragic,6146,2018,MIA,36,0.76,0.414,0.35,0.782,0.56,2.53,3.08,4.83,0.83,0.14,1.97,13.72,24.64
Goran Dragic,6146,2017,MIA,75,0.42,0.45,0.37,0.801,0.72,3.37,4.09,4.79,0.84,0.16,2.21,17.28,29.16
Goran Dragic,6146,2016,MIA,73,0.46,0.474,0.403,0.79,0.84,2.97,3.81,5.81,1.21,0.18,2.89,20.32,33.47
Goran Dragic,6146,2015,MIA,72,0.46,0.477,0.312,0.727,0.75,3.1,3.85,5.82,0.99,0.24,2.57,14.14,27.36
Goran Dragic,6146,2014,PHO,78,0.43,0.501,0.347,0.774,1.04,2.47,3.51,4.49,1,0.19,2.22,16.35,27.46
Goran Dragic,6146,2013,PHO,76,0.46,0.505,0.408,0.76,0.91,2.32,3.22,5.88,1.37,0.29,2.8,20.29,33.49
Goran Dragic,6146,2012,PHO,75,0.45,0.442,0.317,0.753,0.77,2.32,3.09,7.27,1.53,0.35,2.73,14.72,30.36
Goran Dragic,6146,2011,HOU,67,0.39,0.463,0.332,0.803,0.79,1.76,2.55,5.28,1.3,0.15,2.37,11.82,23.33
Goran Dragic,6146,2010,PHO,48,0.37,0.421,0.277,0.608,0.5,1.29,1.79,3.1,0.75,0.13,2,7.35,13.91
Goran Dragic,6146,2009,PHO,14,1.05,0.427,0.409,0.571,0.57,1.5,2.07,2.71,0.36,0.07,1.5,6.36,12.27
Goran Dragic,6146,2008,PHO,53,0.26,0.398,0.37,0.754,0.62,1.28,1.91,2.06,0.55,0.06,1.36,4.57,9.79
Andre Iguodala,2652,2020,MIA,21,1.01,0.368,0.333,0.455,0.48,3.33,3.81,2.57,1.19,0.38,1.05,4.76,15.29
Andre Iguodala,2652,2019,MIA,21,0.95,0.432,0.298,0.4,0.81,2.9,3.71,2.43,0.67,1,1.24,4.57,14.77
Andre Iguodala,2652,2018,GS,68,0.34,0.5,0.333,0.582,0.71,3,3.71,3.18,0.9,0.75,0.76,5.72,17.46
Andre Iguodala,2652,2017,GS,64,0.4,0.462,0.282,0.632,0.77,3.06,3.83,3.28,0.84,0.59,1.05,6,17.34
Andre Iguodala,2652,2016,GS,76,0.35,0.528,0.362,0.706,0.67,3.33,4,3.42,1.01,0.5,0.76,7.55,19.75
Andre Iguodala,2652,2015,GS,65,0.41,0.478,0.351,0.614,0.8,3.25,4.05,3.37,1.12,0.29,1.22,7.03,18.56
Andre Iguodala,2652,2014,GS,77,0.35,0.466,0.349,0.596,0.57,2.77,3.34,2.96,1.16,0.32,1.14,7.84,18.11
Andre Iguodala,2652,2013,GS,62,0.53,0.482,0.358,0.652,0.85,3.87,4.73,4.19,1.53,0.29,1.6,9.45,23.46
Andre Iguodala,2652,2012,DEN,79,0.44,0.45,0.319,0.581,1.04,4.23,5.27,5.38,1.73,0.66,2.57,12.99,29.59
Andre Iguodala,2652,2011,PHI,64,0.55,0.449,0.394,0.614,0.88,5.2,6.08,5.41,1.7,0.48,1.88,12.25,30.15
Andre Iguodala,2652,2010,PHI,44,0.84,0.457,0.33,0.689,0.86,5.09,5.95,5.89,1.55,0.52,1.86,14.16,32.41
Andre Iguodala,2652,2009,PHI,15,2.65,0.438,0.315,0.667,0.73,6.07,6.8,6.07,1.8,0.6,3.13,18.47,37.39
Andre Iguodala,2652,2008,PHI,82,0.49,0.473,0.307,0.724,1.12,4.62,5.74,5.29,1.6,0.44,2.71,18.79,34.99
Kelly Olynyk,13326,2020,MIA,22,1.18,0.429,0.345,0.786,1,4.64,5.64,2.23,0.82,0.68,1.36,10.18,21.92
Kelly Olynyk,13326,2019,MIA,67,0.29,0.462,0.406,0.86,0.66,3.9,4.55,1.73,0.67,0.34,1.06,8.19,17.22
Kelly Olynyk,13326,2018,MIA,79,0.29,0.463,0.354,0.822,0.91,3.84,4.75,1.77,0.67,0.47,1.44,9.96,19.15
Kelly Olynyk,13326,2017,MIA,76,0.31,0.497,0.379,0.77,1.17,4.5,5.67,2.72,0.82,0.46,1.95,11.47,22.97
Kelly Olynyk,13326,2016,BOS,75,0.27,0.511,0.354,0.732,0.96,3.84,4.8,1.97,0.59,0.37,1.28,9.04,18.4
Kelly Olynyk,13326,2015,BOS,69,0.29,0.455,0.405,0.75,1.04,3.03,4.07,1.52,0.75,0.48,1.07,9.96,18.52
Kelly Olynyk,13326,2014,BOS,64,0.35,0.475,0.349,0.684,1.44,3.3,4.73,1.7,1,0.61,1.53,10.25,20.17
Kelly Olynyk,13326,2013,BOS,69,0.29,0.464,0.348,0.81,1.97,3.16,5.13,1.54,0.51,0.39,1.49,8.59,17.36
Meyers Leonard,10819,2020,MIA,3,9.67,0.429,0.429,0.5,0,2.33,2.33,0.67,0,0,0.67,3.33,6.47
Meyers Leonard,10819,2019,MIA,51,20.25,0.509,0.414,0.643,0.59,4.51,5.1,1.08,0.27,0.29,0.76,6.06,14.17
Meyers Leonard,10819,2018,POR,61,14.38,0.545,0.45,0.843,0.8,3.02,3.82,1.23,0.21,0.15,0.7,5.85,12.3
Meyers Leonard,10819,2017,POR,33,7.67,0.59,0.423,0.818,0.36,1.76,2.12,0.52,0.21,0,0.3,3.39,6.83
Meyers Leonard,10819,2016,POR,74,16.5,0.386,0.347,0.875,0.36,2.82,3.19,0.96,0.18,0.38,0.49,5.42,11.31
Meyers Leonard,10819,2015,POR,61,21.84,0.447,0.377,0.761,0.84,4.31,5.15,1.51,0.13,0.3,1.26,8.34,16.37
Meyers Leonard,10819,2014,POR,55,15.38,0.51,0.42,0.938,0.84,3.71,4.55,0.58,0.18,0.25,0.71,5.95,12.44
Meyers Leonard,10819,2013,POR,39,9.05,0.451,0,0.789,0.67,2.18,2.85,0.46,0.18,0.13,0.38,2.49,6.83
Meyers Leonard,10819,2012,POR,65,17.31,0.545,0.429,0.841,1.12,2.51,3.63,0.48,0.17,0.54,0.72,5.42,11.18
Avery Bradley,6901,2020,MIA,10,2.1,0.47,0.421,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,8.5,13.46
Avery Bradley,6901,2019,LAL,49,0.49,0.444,0.364,0.833,0.37,1.98,2.35,1.29,0.88,0.1,0.96,8.63,14.38
Avery Bradley,6901,2018,MEM,63,0.48,0.408,0.351,0.86,0.68,2.1,2.78,2.41,0.65,0.25,1.41,9.92,17.27
Avery Bradley,6901,2017,LAC,46,0.68,0.414,0.369,0.768,0.48,2.04,2.52,2.04,1.11,0.17,2.2,14.26,20.72
Avery Bradley,6901,2016,BOS,55,0.61,0.463,0.39,0.731,1.18,4.89,6.07,2.2,1.24,0.2,1.6,16.25,28.11
Avery Bradley,6901,2015,BOS,76,0.44,0.448,0.362,0.78,0.63,2.26,2.89,2.08,1.54,0.25,1.43,15.2,23.93
Avery Bradley,6901,2014,BOS,77,0.41,0.428,0.352,0.79,0.6,2.53,3.13,1.75,1.06,0.19,1.42,13.91,21.4
Avery Bradley,6901,2013,BOS,60,0.52,0.438,0.395,0.804,0.8,2.97,3.77,1.42,1.05,0.18,1.6,14.85,22.36
Avery Bradley,6901,2012,BOS,50,0.57,0.402,0.317,0.755,0.6,1.62,2.22,2.08,1.28,0.38,1.44,9.22,16.88
Avery Bradley,6901,2011,BOS,66,0.32,0.484,0.411,0.81,0.52,1.23,1.74,1.32,0.7,0.18,1.15,7.47,12.14
Avery Bradley,6901,2010,BOS,16,0.23,0.25,0,0.625,0.13,0.25,0.38,0.19,0.38,0,0.5,0.81,1.79
Edrice Adebayo,23609,2020,MIA,21,1.58,0.581,0.4,0.857,1.81,7.43,9.24,5.19,0.86,1,2.86,20.19,39.92
Edrice Adebayo,23609,2019,MIA,72,0.47,0.557,0.143,0.691,2.44,7.76,10.21,5.11,1.14,1.29,2.83,15.92,37.86
Edrice Adebayo,23609,2018,MIA,82,0.28,0.576,0.2,0.735,2.01,5.27,7.28,2.24,0.87,0.79,1.48,8.89,22.83
Edrice Adebayo,23609,2017,MIA,69,0.29,0.512,0,0.721,1.71,3.81,5.52,1.46,0.46,0.59,0.97,6.91,16.88
Tyler Herro,31570,2020,MIA,16,2.1,0.454,0.344,0.795,0.38,5.63,6,3.88,0.44,0.31,2.75,17.13,28.89
Tyler Herro,31570,2019,MIA,55,0.5,0.428,0.389,0.87,0.29,3.78,4.07,2.2,0.62,0.16,1.58,13.51,21.68
Maurice Harkless,10823,2020,MIA,9,1.17,0.4,0.5,0,0,0.89,0.89,0.56,0.22,0.22,0.22,1.33,3.9
Maurice Harkless,10823,2019,NY,62,0.37,0.502,0.347,0.591,0.89,2.98,3.87,1.1,0.94,0.53,0.85,5.76,14.13
Maurice Harkless,10823,2018,POR,60,0.39,0.487,0.275,0.671,1.28,3.2,4.48,1.23,1.12,0.88,0.75,7.67,18.15
Maurice Harkless,10823,2017,POR,59,0.36,0.495,0.415,0.712,0.78,1.97,2.75,0.9,0.81,0.73,0.68,6.53,13.57
Maurice Harkless,10823,2016,POR,77,0.37,0.502,0.351,0.621,1.62,2.82,4.44,1.14,1.09,0.88,1.1,10.04,19.93
Maurice Harkless,10823,2015,POR,78,0.24,0.474,0.279,0.622,1.29,2.29,3.59,0.86,0.63,0.45,0.79,6.38,13.34
Maurice Harkless,10823,2014,ORL,45,0.33,0.399,0.179,0.537,0.84,1.51,2.36,0.56,0.71,0.2,0.6,3.51,8.39
Maurice Harkless,10823,2013,ORL,80,0.3,0.464,0.383,0.594,0.86,2.44,3.3,1,1.21,0.63,1.08,7.4,15.46
Maurice Harkless,10823,2012,ORL,75,0.35,0.457,0.27,0.581,1.56,2.8,4.36,0.67,1.16,0.81,0.91,8.07,17.34
Precious Achiuwa,70662,2020,MIA,23,0.68,0.596,0,0.54,1.48,2.87,4.35,0.7,0.43,0.57,1.13,6.87,14
Kendrick Nunn,28041,2020,MIA,15,1.76,0.485,0.338,0.824,0.53,2.87,3.4,2.4,0.93,0.2,1.93,13.2,21.21
Kendrick Nunn,28041,2019,MIA,67,0.44,0.439,0.35,0.85,0.31,2.37,2.69,3.28,0.84,0.22,1.7,15.28,23.85
Duncan Robinson,27658,2020,MIA,23,1.45,0.426,0.404,0.838,0.04,3.74,3.78,1.7,0.39,0.3,1.57,13,19.91
Duncan Robinson,27658,2019,MIA,73,0.41,0.47,0.446,0.931,0.14,3.04,3.18,1.4,0.48,0.26,0.96,13.47,19.9
Duncan Robinson,27658,2018,MIA,15,0.71,0.391,0.286,0.667,0.13,1.13,1.27,0.33,0.33,0,0.27,3.33,5.75
Udonis Haslem,2549,2020,MIA,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Udonis Haslem,2549,2019,MIA,5,1.76,0.364,0.333,0.75,0.2,3,3.2,0.2,0,0,0.2,2.4,6.34
Udonis Haslem,2549,2018,MIA,10,0.74,0.333,0,0.75,0.3,2.4,2.7,0.2,0,0,0.3,2.5,5.74
Udonis Haslem,2549,2017,MIA,14,0.36,0.2,0.125,0.5,0.21,0.5,0.71,0.36,0,0.14,0.14,0.57,2.11
Udonis Haslem,2549,2016,MIA,17,0.45,0.478,0,0.6,0.47,1.65,2.12,0.35,0.29,0.06,0.47,1.82,5.13
Udonis Haslem,2549,2015,MIA,37,0.19,0.377,0.111,0.75,0.27,1.76,2.03,0.38,0.14,0.05,0.14,1.59,4.84
Udonis Haslem,2549,2014,MIA,62,0.26,0.448,0.2,0.703,1.15,3.02,4.16,0.74,0.34,0.21,0.66,4.21,10.75
Udonis Haslem,2549,2013,MIA,46,0.31,0.507,0,0.568,0.91,2.89,3.8,0.28,0.24,0.33,0.52,3.76,9.36
Udonis Haslem,2549,2012,MIA,73,0.26,0.518,0,0.707,1.32,4.12,5.44,0.49,0.41,0.18,0.6,3.9,11.75
Udonis Haslem,2549,2011,MIA,66,0.38,0.42,0,0.82,1.77,5.56,7.33,0.7,0.55,0.38,0.97,6.11,16.83
Udonis Haslem,2549,2010,MIA,13,2.04,0.512,0,0.8,2.23,5.92,8.15,0.46,0.54,0.23,1.08,8,18.94
Udonis Haslem,2549,2009,MIA,12,2.56,0.461,0,0.7,2.58,6.5,9.08,0.75,0.08,0.33,1.25,10.58,22.19
Udonis Haslem,2549,2008,MIA,74,0.46,0.517,0,0.753,2.27,5.99,8.26,1.15,0.58,0.34,1.09,10.65,23.02
KZ Okpala,31591,2020,MIA,13,0.98,0.387,0.368,0.333,0.31,1.23,1.54,0.46,0.23,0.15,0.62,2.54,5.23
KZ Okpala,31591,2019,MIA,5,1,0.6,0,0.5,0.2,0.8,1,0.2,0.4,0.2,0.2,1.4,3.9
Chris Silva,32319,2020,MIA,6,1.44,0.667,1,0.833,1.17,1.83,3,1,0.17,0.33,1.33,3.83,8.6
Chris Silva,32319,2019,MIA,44,0.18,0.615,0,0.673,1.36,1.5,2.86,0.52,0.2,0.48,0.73,3.02,7.88
Khris Middleton,10864,2020,MIL,24,1.35,0.521,0.448,0.938,0.83,5.25,6.08,6.04,1.04,0.13,2.29,20.79,37.2
Khris Middleton,10864,2019,MIL,62,0.48,0.497,0.415,0.916,0.71,5.45,6.16,4.27,0.85,0.11,2.21,20.92,34.45
Khris Middleton,10864,2018,MIL,77,0.4,0.441,0.378,0.837,0.65,5.34,5.99,4.3,1.04,0.09,2.26,18.27,31.91
Khris Middleton,10864,2017,MIL,82,0.44,0.467,0.36,0.884,0.55,4.67,5.22,4,1.45,0.26,2.33,20.15,33.5
Khris Middleton,10864,2016,MIL,29,1.06,0.45,0.433,0.88,0.41,3.79,4.21,3.38,1.41,0.24,2.24,14.69,25.88
Khris Middleton,10864,2015,MIL,79,0.46,0.443,0.395,0.888,0.57,3.24,3.81,4.19,1.66,0.24,2.28,18.15,30.53
Khris Middleton,10864,2014,MIL,79,0.38,0.467,0.407,0.859,0.61,3.78,4.39,2.3,1.54,0.14,1.43,13.35,24.02
Khris Middleton,10864,2013,MIL,80,0.38,0.444,0.413,0.865,0.74,2.98,3.71,2.08,1.03,0.25,1.5,12.24,20.86
Khris Middleton,10864,2012,DET,24,0.73,0.444,0.351,0.846,0.13,1.63,1.75,0.96,0.54,0.08,0.42,6.13,10.5
Giannis Antetokounmpo,13328,2020,MIL,23,1.43,0.557,0.287,0.616,1.7,9.39,11.09,5.57,1,1.26,3.65,27.26,49.78
Giannis Antetokounmpo,13328,2019,MIL,63,0.48,0.553,0.304,0.633,2.22,11.37,13.59,5.62,0.97,1.05,3.65,29.48,54.59
Giannis Antetokounmpo,13328,2018,MIL,72,0.45,0.578,0.256,0.729,2.21,10.26,12.47,5.89,1.28,1.53,3.72,27.69,53.38
Giannis Antetokounmpo,13328,2017,MIL,75,0.49,0.529,0.307,0.76,2.09,7.96,10.05,4.8,1.45,1.41,2.99,26.85,48.86
Giannis Antetokounmpo,13328,2016,MIL,80,0.44,0.522,0.272,0.77,1.76,6.95,8.71,5.44,1.65,1.89,2.93,22.9,45.66
Giannis Antetokounmpo,13328,2015,MIL,80,0.44,0.507,0.255,0.724,1.4,6.26,7.66,4.34,1.18,1.41,2.6,16.88,35.15
Giannis Antetokounmpo,13328,2014,MIL,81,0.39,0.491,0.159,0.741,1.23,5.46,6.69,2.56,0.9,1.05,2.14,12.72,26.34
Giannis Antetokounmpo,13328,2013,MIL,75,0.33,0.422,0.348,0.685,1.04,3.41,4.45,1.99,0.8,0.81,1.57,6.95,16.92
Jrue Holiday,6316,2020,MIL,23,1.41,0.502,0.387,0.791,1.26,3.52,4.78,5.39,1.91,0.61,1.57,16.39,33.7
Jrue Holiday,6316,2019,NO,61,0.57,0.455,0.353,0.709,1.26,3.54,4.8,6.69,1.62,0.79,3.02,19.13,36.73
Jrue Holiday,6316,2018,NO,67,0.54,0.472,0.325,0.768,1.12,3.87,4.99,7.73,1.63,0.81,3.13,21.19,40.5
Jrue Holiday,6316,2017,NO,81,0.45,0.494,0.337,0.786,0.77,3.75,4.52,6,1.51,0.79,2.63,18.98,35.36
Jrue Holiday,6316,2016,NO,67,0.49,0.454,0.356,0.708,0.66,3.24,3.9,7.28,1.48,0.64,2.9,15.36,32.3
Jrue Holiday,6316,2015,NO,65,0.43,0.439,0.336,0.843,0.42,2.58,3,6.02,1.35,0.34,2.57,16.75,30.19
Jrue Holiday,6316,2014,NO,40,0.81,0.446,0.378,0.855,0.8,2.58,3.38,6.85,1.58,0.58,2.28,14.8,31.15
Jrue Holiday,6316,2013,NO,32,1.06,0.441,0.378,0.797,0.84,3.41,4.25,8,1.66,0.38,3.03,14.28,32.41
Jrue Holiday,6316,2012,PHI,75,0.5,0.428,0.372,0.75,1.11,3.01,4.12,7.97,1.56,0.41,3.71,17.59,34.73
Jrue Holiday,6316,2011,PHI,67,0.5,0.436,0.393,0.789,0.9,2.37,3.27,4.49,1.57,0.27,2.12,13.66,25.87
Jrue Holiday,6316,2010,PHI,56,0.62,0.443,0.368,0.807,0.84,3.05,3.89,6.48,1.46,0.41,2.73,13.79,29.2
Jrue Holiday,6316,2009,PHI,9,1.36,0.3,0.231,0.4,0.22,1,1.22,2,0.56,0,1.11,3.22,7.69
Brook Lopez,6136,2020,MIL,24,27.21,0.466,0.357,0.844,1.46,3.67,5.13,0.63,0.54,1.42,0.79,10.71,20.92
Brook Lopez,6136,2019,MIL,68,26.71,0.435,0.314,0.836,0.85,3.74,4.59,1.46,0.68,2.4,1.03,11.96,24.76
Brook Lopez,6136,2018,MIL,81,28.65,0.452,0.365,0.842,0.41,4.48,4.89,1.21,0.63,2.21,1.01,12.46,24.8
Brook Lopez,6136,2017,LAL,74,23.45,0.465,0.345,0.703,1,2.97,3.97,1.7,0.41,1.32,1.32,12.99,22.44
Brook Lopez,6136,2016,BKN,75,29.63,0.473,0.347,0.81,1.59,3.8,5.39,2.35,0.51,1.65,2.45,20.52,32.37
Brook Lopez,6136,2015,BKN,73,33.64,0.511,0.143,0.787,2.81,5.05,7.86,2.01,0.79,1.7,2.4,20.56,35.61
Brook Lopez,6136,2014,BKN,72,29.17,0.513,0.1,0.814,2.97,4.46,7.43,0.69,0.6,1.75,1.44,17.17,30.38
Brook Lopez,6136,2013,BKN,17,31.35,0.563,0,0.817,2.29,3.71,6,0.94,0.53,1.76,1.65,20.71,32.26
Brook Lopez,6136,2012,BKN,72,30.35,0.522,0,0.759,2.78,4.11,6.89,0.96,0.46,2.07,1.75,19.26,32.27
Brook Lopez,6136,2011,BKN,7,27.29,0.5,0,0.578,2.14,3.29,5.43,1.14,0.29,1.43,2.14,18,27.51
Brook Lopez,6136,2010,BKN,54,34.61,0.474,0,0.801,2.33,3.54,5.87,1.41,0.63,1.46,2.33,19.54,30.54
Brook Lopez,6136,2009,BKN,14,35.86,0.474,0,0.775,3.07,6.07,9.14,1.57,0.43,2.64,2.71,18.36,35.11
Brook Lopez,6136,2008,BKN,80,30.41,0.528,0,0.795,2.68,5.35,8.03,1.08,0.53,1.8,1.81,12.96,27.04
D.J. Augustin,6088,2020,MIL,23,0.74,0.362,0.387,0.963,0.43,0.87,1.3,2.83,0.48,0,0.91,6.04,11.89
D.J. Augustin,6088,2019,ORL,57,0.44,0.399,0.348,0.89,0.39,1.75,2.14,4.6,0.6,0.02,1.51,10.51,19.69
D.J. Augustin,6088,2018,ORL,81,0.35,0.47,0.421,0.866,0.51,2,2.51,5.26,0.64,0.05,1.58,11.7,22.4
D.J. Augustin,6088,2017,ORL,75,0.31,0.452,0.419,0.868,0.4,1.73,2.13,3.83,0.72,0,1.64,10.21,18.31
D.J. Augustin,6088,2016,ORL,78,0.25,0.377,0.347,0.814,0.19,1.31,1.5,2.69,0.4,0.01,1.15,7.9,13.4
