team,year,name,id
golden-state-warriors,2019,Jordan Poole,31587
golden-state-warriors,2019,Eric Paschall,31600
golden-state-warriors,2019,Alen Smailagic,31598
golden-state-warriors,2019,Damion Lee,21063
golden-state-warriors,2019,Marquese Chriss,20213
golden-state-warriors,2019,Ky Bowman,32457
golden-state-warriors,2019,Juan Toscano-Anderson,32831
golden-state-warriors,2019,Mychal Mulder,32841
golden-state-warriors,2019,Dragan Bender,20209
houston-rockets,2019,Russell Westbrook,6141
houston-rockets,2019,James Harden,6312
houston-rockets,2019,Eric Gordon,6116
houston-rockets,2019,Robert Covington,13379
houston-rockets,2019,P.J. Tucker,11059
houston-rockets,2019,Danuel House,20800
houston-rockets,2019,Austin Rivers,10818
houston-rockets,2019,Ben McLemore,13320
houston-rockets,2019,Bruno Caboclo,15372
houston-rockets,2019,Tyson Chandler,2605
houston-rockets,2019,David Nwaba,21577
houston-rockets,2019,Chris Clemons,31983
houston-rockets,2019,DeMarre Carroll,6294
houston-rockets,2019,Jeff Green,2720
houston-rockets,2019,Luc Richard Mbah a Moute,6130
indiana-pacers,2019,Victor Oladipo,13315
indiana-pacers,2019,Malcolm Brogdon,20242
indiana-pacers,2019,Myles Turner,17839
indiana-pacers,2019,T.J. Warren,15366
indiana-pacers,2019,Jeremy Lamb,10820
indiana-pacers,2019,Doug McDermott,15363
indiana-pacers,2019,Justin Holiday,11441
indiana-pacers,2019,Domantas Sabonis,20216
indiana-pacers,2019,T.J. McConnell,18252
indiana-pacers,2019,Goga Bitadze,31575
indiana-pacers,2019,TJ Leaf,23613
indiana-pacers,2019,Aaron Holiday,26989
indiana-pacers,2019,Edmond Sumner,23653
indiana-pacers,2019,JaKarr Sampson,15838
indiana-pacers,2019,Alize Johnson,27016
los-angeles-clippers,2019,Paul George,6892
los-angeles-clippers,2019,Kawhi Leonard,8066
los-angeles-clippers,2019,Marcus Morris Sr.,8065
los-angeles-clippers,2019,Patrick Beverley,6297
los-angeles-clippers,2019,Louis Williams,2657
los-angeles-clippers,2019,Ivica Zubac,20238
los-angeles-clippers,2019,Montrezl Harrell,17860
los-angeles-clippers,2019,Rodney McGruder,13575
los-angeles-clippers,2019,JaMychal Green,11666
los-angeles-clippers,2019,Mfiondu Kabengele,31586
los-angeles-clippers,2019,Patrick Patterson,6896
los-angeles-clippers,2019,Terance Mann,31607
los-angeles-clippers,2019,Reggie Jackson,8075
los-angeles-clippers,2019,Joakim Noah,2248
los-angeles-clippers,2019,Amir Coffey,32198
los-angeles-lakers,2019,LeBron James,2257
los-angeles-lakers,2019,Anthony Davis,10809
los-angeles-lakers,2019,Danny Green,6277
los-angeles-lakers,2019,Kentavious Caldwell-Pope,13321
los-angeles-lakers,2019,JaVale McGee,6159
los-angeles-lakers,2019,Quinn Cook,18264
los-angeles-lakers,2019,Alex Caruso,21076
los-angeles-lakers,2019,Rajon Rondo,2222
los-angeles-lakers,2019,Kyle Kuzma,23622
los-angeles-lakers,2019,Markieff Morris,8064
los-angeles-lakers,2019,Jared Dudley,2228
los-angeles-lakers,2019,Dwight Howard,2640
los-angeles-lakers,2019,Talen Horton-Tucker,31605
los-angeles-lakers,2019,Dion Waiters,10812
los-angeles-lakers,2019,J.R. Smith,2296
memphis-grizzlies,2019,Gorgui Dieng,13334
memphis-grizzlies,2019,Jonas Valanciunas,8055
memphis-grizzlies,2019,Justise Winslow,17838
memphis-grizzlies,2019,Tyus Jones,17852
memphis-grizzlies,2019,Kyle Anderson,15382
memphis-grizzlies,2019,Ja Morant,31559
memphis-grizzlies,2019,Josh Jackson,23599
memphis-grizzlies,2019,Jaren Jackson Jr.,26970
memphis-grizzlies,2019,Marko Guduric,32684
memphis-grizzlies,2019,Brandon Clarke,31578
memphis-grizzlies,2019,Grayson Allen,26987
memphis-grizzlies,2019,Dillon Brooks,23646
memphis-grizzlies,2019,De'Anthony Melton,27012
memphis-grizzlies,2019,Jontay Porter,47359
memphis-grizzlies,2019,Anthony Tolliver,6483
miami-heat,2019,Jimmy Butler,8081
miami-heat,2019,Goran Dragic,6146
miami-heat,2019,Andre Iguodala,2652
miami-heat,2019,Solomon Hill,13336
miami-heat,2019,Kelly Olynyk,13326
miami-heat,2019,Meyers Leonard,10819
miami-heat,2019,Jae Crowder,10859
miami-heat,2019,Tyler Herro,31570
miami-heat,2019,Edrice Adebayo,23609
miami-heat,2019,Derrick Jones Jr.,21067
miami-heat,2019,Udonis Haslem,2549
miami-heat,2019,Kendrick Nunn,28041
miami-heat,2019,Duncan Robinson,27658
miami-heat,2019,KZ Okpala,31591
miami-heat,2019,Chris Silva,32319
milwaukee-bucks,2019,Khris Middleton,10864
milwaukee-bucks,2019,Giannis Antetokounmpo,13328
milwaukee-bucks,2019,Eric Bledsoe,6900
milwaukee-bucks,2019,Brook Lopez,6136
milwaukee-bucks,2019,George Hill,6154
milwaukee-bucks,2019,Ersan Ilyasova,6341
milwaukee-bucks,2019,Robin Lopez,6147
milwaukee-bucks,2019,DJ Wilson,23612
milwaukee-bucks,2019,Donte DiVincenzo,26983
milwaukee-bucks,2019,Wesley Matthews,6489
milwaukee-bucks,2019,Pat Connaughton,17869
milwaukee-bucks,2019,Kyle Korver,2752
milwaukee-bucks,2019,Sterling Brown,23647
milwaukee-bucks,2019,Thanasis Antetokounmpo,15403
milwaukee-bucks,2019,Marvin Williams,2208
minnesota-timberwolves,2019,D'Angelo Russell,17830
minnesota-timberwolves,2019,Karl-Anthony Towns,17829
minnesota-timberwolves,2019,Evan Turner,6883
minnesota-timberwolves,2019,James Johnson,6279
minnesota-timberwolves,2019,Jarrett Culver,31563
minnesota-timberwolves,2019,Jake Layman,20253
minnesota-timberwolves,2019,Juan Hernangomez,20220
minnesota-timberwolves,2019,Malik Beasley,20224
minnesota-timberwolves,2019,Josh Okogie,26986
minnesota-timberwolves,2019,Jacob Evans,26994
minnesota-timberwolves,2019,Omari Spellman,26996
minnesota-timberwolves,2019,Jarred Vanderbilt,27007
minnesota-timberwolves,2019,Jaylen Nowell,31602
minnesota-timberwolves,2019,Naz Reid,32045
minnesota-timberwolves,2019,Kelan Martin,32756
new-orleans-pelicans,2019,Jrue Holiday,6316
new-orleans-pelicans,2019,Derrick Favors,6884
new-orleans-pelicans,2019,J.J. Redick,2643
new-orleans-pelicans,2019,Zion Williamson,31558
new-orleans-pelicans,2019,Lonzo Ball,23597
new-orleans-pelicans,2019,E'Twaun Moore,8107
new-orleans-pelicans,2019,Brandon Ingram,20207
new-orleans-pelicans,2019,Darius Miller,10871
new-orleans-pelicans,2019,Jaxson Hayes,31565
new-orleans-pelicans,2019,Nicolo Melli,31886
new-orleans-pelicans,2019,Nickeil Alexander-Walker,31574
new-orleans-pelicans,2019,Josh Hart,23625
new-orleans-pelicans,2019,Jahlil Okafor,17831
new-orleans-pelicans,2019,Frank Jackson,23626
new-orleans-pelicans,2019,Kenrich Williams,27758
new-york-knicks,2019,Julius Randle,15359
new-york-knicks,2019,Bobby Portis,17850
new-york-knicks,2019,Maurice Harkless,10823
new-york-knicks,2019,Taj Gibson,6278
new-york-knicks,2019,Wayne Ellington,6302
new-york-knicks,2019,Elfrid Payton,15362
new-york-knicks,2019,R.J. Barrett,31560
new-york-knicks,2019,Frank Ntilikina,23603
new-york-knicks,2019,Dennis Smith Jr.,23604
new-york-knicks,2019,Kevin Knox,26975
new-york-knicks,2019,Reggie Bullock,13338
new-york-knicks,2019,Damyean Dotson,23645
new-york-knicks,2019,Mitchell Robinson,27002
new-york-knicks,2019,Theo Pinson,27827
new-york-knicks,2019,Ignas Brazdeikis,31606
oklahoma-city-thunder,2019,Chris Paul,2609
oklahoma-city-thunder,2019,Steven Adams,13325
oklahoma-city-thunder,2019,Danilo Gallinari,6138
oklahoma-city-thunder,2019,Dennis SchrÃ¶der,13330
oklahoma-city-thunder,2019,Andre Roberson,13339
oklahoma-city-thunder,2019,Shai Gilgeous-Alexander,26977
oklahoma-city-thunder,2019,Terrance Ferguson,23616
oklahoma-city-thunder,2019,Darius Bazley,31581
oklahoma-city-thunder,2019,Mike Muscala,13357
oklahoma-city-thunder,2019,Nerlens Noel,13319
oklahoma-city-thunder,2019,Abdel Nader,20264
oklahoma-city-thunder,2019,Isaiah Roby,31604
oklahoma-city-thunder,2019,Deonte Burton,28767
oklahoma-city-thunder,2019,Hamidou Diallo,27011
oklahoma-city-thunder,2019,Luguentz Dort,33033
orlando-magic,2019,Nikola Vucevic,8067
orlando-magic,2019,Aaron Gordon,15356
orlando-magic,2019,Evan Fournier,10845
orlando-magic,2019,Terrence Ross,10816
orlando-magic,2019,Markelle Fultz,23596
orlando-magic,2019,Al-Farouq Aminu,6890
orlando-magic,2019,D.J. Augustin,6088
orlando-magic,2019,Jonathan Isaac,23601
orlando-magic,2019,Mohamed Bamba,26972
orlando-magic,2019,Khem Birch,15786
orlando-magic,2019,James Ennis III,13363
orlando-magic,2019,Michael Carter-Williams,13324
orlando-magic,2019,Wesley Iwundu,23628
orlando-magic,2019,Melvin Frazier,27001
orlando-magic,2019,Gary Clark,27627
philadelphia-76ers,2019,Tobias Harris,8070
philadelphia-76ers,2019,Al Horford,2199
philadelphia-76ers,2019,Joel Embiid,15355
philadelphia-76ers,2019,Josh Richardson,17868
philadelphia-76ers,2019,Ben Simmons,20206
philadelphia-76ers,2019,Mike Scott,10868
philadelphia-76ers,2019,Zhaire Smith,26982
philadelphia-76ers,2019,Matisse Thybulle,31577
philadelphia-76ers,2019,Alec Burks,8063
philadelphia-76ers,2019,Kyle O'Quinn,10874
philadelphia-76ers,2019,Glenn Robinson III,15392
philadelphia-76ers,2019,Raul Neto,13360
philadelphia-76ers,2019,Furkan Korkmaz,20231
philadelphia-76ers,2019,Shake Milton,27020
philadelphia-76ers,2019,Norvel Pelle,27836
phoenix-suns,2019,Devin Booker,17841
phoenix-suns,2019,Ricky Rubio,6305
phoenix-suns,2019,Kelly Oubre Jr.,17843
phoenix-suns,2019,Deandre Ayton,26967
phoenix-suns,2019,Aron Baynes,11850
phoenix-suns,2019,Frank Kaminsky,17837
phoenix-suns,2019,Mikal Bridges,26976
phoenix-suns,2019,Cameron Johnson,31568
phoenix-suns,2019,Dario Saric,15364
phoenix-suns,2019,Ty Jerome,31582
phoenix-suns,2019,Cheick Diallo,20239
phoenix-suns,2019,Jevon Carter,26998
phoenix-suns,2019,Ã‰lie Okobo,26997
phoenix-suns,2019,Jalen Lecque,32057
phoenix-suns,2019,Cameron Payne,17842
portland-trail-blazers,2019,Damian Lillard,10814
portland-trail-blazers,2019,C.J. McCollum,13323
portland-trail-blazers,2019,Hassan Whiteside,6915
portland-trail-blazers,2019,Jusuf Nurkic,15368
portland-trail-blazers,2019,Trevor Ariza,2513
portland-trail-blazers,2019,Rodney Hood,15375
portland-trail-blazers,2019,Zach Collins,23605
portland-trail-blazers,2019,Anfernee Simons,26990
portland-trail-blazers,2019,Nassir Little,31583
portland-trail-blazers,2019,Caleb Swanigan,23621
portland-trail-blazers,2019,Mario Hezonja,17833
portland-trail-blazers,2019,Wenyen Gabriel,27806
portland-trail-blazers,2019,Gary Trent Jr.,27003
portland-trail-blazers,2019,Carmelo Anthony,2283
portland-trail-blazers,2019,Jaylen Adams,27343
sacramento-kings,2019,Harrison Barnes,10815
sacramento-kings,2019,Kent Bazemore,11079
sacramento-kings,2019,Cory Joseph,8080
sacramento-kings,2019,Marvin Bagley III,26968
sacramento-kings,2019,Bogdan Bogdanovic,15379
sacramento-kings,2019,Nemanja Bjelica,6917
sacramento-kings,2019,Jabari Parker,15354
sacramento-kings,2019,De'Aaron Fox,23600
sacramento-kings,2019,Buddy Hield,20211
sacramento-kings,2019,Richaun Holmes,17865
sacramento-kings,2019,Alex Len,13318
sacramento-kings,2019,Yogi Ferrell,20283
sacramento-kings,2019,Harry Giles,23615
sacramento-kings,2019,Justin James,31599
sacramento-kings,2019,Corey Brewer,2573
san-antonio-spurs,2019,DeMar DeRozan,6327
san-antonio-spurs,2019,LaMarcus Aldridge,2672
san-antonio-spurs,2019,Rudy Gay,2534
san-antonio-spurs,2019,Patrick Mills,6322
san-antonio-spurs,2019,Marco Belinelli,2314
san-antonio-spurs,2019,Trey Lyles,17840
san-antonio-spurs,2019,Jakob Poeltl,20214
san-antonio-spurs,2019,Bryn Forbes,20796
san-antonio-spurs,2019,Lonnie Walker IV,26984
san-antonio-spurs,2019,Luka Samanic,31576
san-antonio-spurs,2019,Dejounte Murray,20234
san-antonio-spurs,2019,Keldon Johnson,31588
san-antonio-spurs,2019,Derrick White,23624
san-antonio-spurs,2019,Chimezie Metu,27015
san-antonio-spurs,2019,Tyler Zeller,10825
toronto-raptors,2019,Kyle Lowry,2536
toronto-raptors,2019,Marc Gasol,6122
toronto-raptors,2019,Serge Ibaka,6313
toronto-raptors,2019,Norman Powell,17874
toronto-raptors,2019,Fred VanVleet,20778
toronto-raptors,2019,Patrick McCaw,20244
toronto-raptors,2019,Stanley Johnson,17836
toronto-raptors,2019,Rondae Hollis-Jefferson,17851
toronto-raptors,2019,Pascal Siakam,20232
toronto-raptors,2019,OG Anunoby,23618
toronto-raptors,2019,Chris Boucher,23671
toronto-raptors,2019,Malcolm Miller,18099
toronto-raptors,2019,Terence Davis,32059
toronto-raptors,2019,Dewan Hernandez,31618
toronto-raptors,2019,Matt Thomas,31891
utah-jazz,2019,Mike Conley,2532
utah-jazz,2019,Rudy Gobert,13340
utah-jazz,2019,Bojan Bogdanovic,8083
utah-jazz,2019,Jordan Clarkson,15398
utah-jazz,2019,Joe Ingles,15852
utah-jazz,2019,Ed Davis,6895
utah-jazz,2019,Donovan Mitchell,23608
utah-jazz,2019,Tony Bradley,23623
utah-jazz,2019,Georges Niang,20256
utah-jazz,2019,Emmanuel Mudiay,17835
utah-jazz,2019,Royce O'Neale,24240
utah-jazz,2019,Nigel Williams-Goss,23656
utah-jazz,2019,Miye Oni,31617
utah-jazz,2019,Juwan Morgan,32678
utah-jazz,2019,Rayjon Tucker,32785
washington-wizards,2019,John Wall,6882
washington-wizards,2019,Ian Mahinmi,2708
washington-wizards,2019,Thomas Bryant,23643
washington-wizards,2019,Ishmael Smith,7116
washington-wizards,2019,Rui Hachimura,31566
washington-wizards,2019,Jerome Robinson,26979
washington-wizards,2019,Troy Brown Jr.,26981
washington-wizards,2019,Moritz Wagner,26991
washington-wizards,2019,Shabazz Napier,15376
washington-wizards,2019,Isaac Bonga,27005
washington-wizards,2019,Gary Payton II,20272
washington-wizards,2019,Admiral Schofield,31601
washington-wizards,2019,Anzejs Pasecniks,23620
washington-wizards,2019,Jerian Grant,17847
washington-wizards,2019,Jarrod Uthoff,20896
atlanta-hawks,2020,Danilo Gallinari,6138
atlanta-hawks,2020,Bogdan Bogdanovic,15379
atlanta-hawks,2020,Clint Capela,15377
atlanta-hawks,2020,Tony Snell,13333
atlanta-hawks,2020,Rajon Rondo,2222
atlanta-hawks,2020,De'Andre Hunter,31561
atlanta-hawks,2020,Trae Young,26971
atlanta-hawks,2020,Onyeka Okongwu,70648
atlanta-hawks,2020,Kris Dunn,20210
atlanta-hawks,2020,Cam Reddish,31567
atlanta-hawks,2020,John Collins,23614
atlanta-hawks,2020,Kevin Huerter,26985
atlanta-hawks,2020,Brandon Goodwin,28020
atlanta-hawks,2020,Solomon Hill,13336
atlanta-hawks,2020,Bruno Fernando,31593
boston-celtics,2020,Kemba Walker,8059
boston-celtics,2020,Jaylen Brown,20208
boston-celtics,2020,Marcus Smart,15358
boston-celtics,2020,Jayson Tatum,23598
boston-celtics,2020,Tristan Thompson,8054
boston-celtics,2020,Daniel Theis,23828
boston-celtics,2020,Romeo Langford,31571
boston-celtics,2020,Aaron Nesmith,70656
boston-celtics,2020,Grant Williams,31579
boston-celtics,2020,Payton Pritchard,70668
boston-celtics,2020,Robert Williams,26993
boston-celtics,2020,Semi Ojeleye,23632
boston-celtics,2020,Jeff Teague,6272
boston-celtics,2020,Carsen Edwards,31592
boston-celtics,2020,Javonte Green,32409
brooklyn-nets,2020,James Harden,6312
brooklyn-nets,2020,Kevin Durant,2717
brooklyn-nets,2020,Kyrie Irving,8051
brooklyn-nets,2020,Joe Harris,15385
brooklyn-nets,2020,Spencer Dinwiddie,15390
brooklyn-nets,2020,DeAndre Jordan,6117
brooklyn-nets,2020,Landry Shamet,26992
brooklyn-nets,2020,Timothe Luwawu-Cabarrot,20229
brooklyn-nets,2020,Bruce Brown,27008
brooklyn-nets,2020,Jeff Green,2720
brooklyn-nets,2020,Tyler Johnson,15645
brooklyn-nets,2020,Nicolas Claxton,31590
brooklyn-nets,2020,Iman Shumpert,8068
brooklyn-nets,2020,Noah Vonleh,15361
brooklyn-nets,2020,Andre Roberson,13339
charlotte-hornets,2020,Gordon Hayward,6891
charlotte-hornets,2020,Terry Rozier,17844
charlotte-hornets,2020,Cody Zeller,13317
charlotte-hornets,2020,LaMelo Ball,70645
charlotte-hornets,2020,Malik Monk,23606
charlotte-hornets,2020,PJ Washington,31569
charlotte-hornets,2020,Miles Bridges,26978
charlotte-hornets,2020,Bismack Biyombo,8057
charlotte-hornets,2020,Devonte' Graham,27000
charlotte-hornets,2020,Cody Martin,31595
charlotte-hornets,2020,Caleb Martin,32682
charlotte-hornets,2020,Jalen McDaniels,31611
charlotte-hornets,2020,Vernon Carey Jr.,70674
charlotte-hornets,2020,Nick Richards,70684
charlotte-hornets,2020,Nate Darling,70703
chicago-bulls,2020,Otto Porter Jr.,13316
chicago-bulls,2020,Zach LaVine,15365
chicago-bulls,2020,Thaddeus Young,2658
chicago-bulls,2020,Tomas Satoransky,10857
chicago-bulls,2020,Cristiano Felicio,17990
chicago-bulls,2020,Patrick Williams,70646
chicago-bulls,2020,Lauri Markkanen,23602
chicago-bulls,2020,Coby White,31564
chicago-bulls,2020,Wendell Carter Jr.,26973
chicago-bulls,2020,Garrett Temple,6492
chicago-bulls,2020,Denzel Valentine,20219
chicago-bulls,2020,Ryan Arcidiacono,20275
chicago-bulls,2020,Chandler Hutchison,26988
chicago-bulls,2020,Luke Kornet,23670
chicago-bulls,2020,Daniel Gafford,31597
cleveland-cavaliers,2020,Kevin Love,6132
cleveland-cavaliers,2020,Andre Drummond,10817
cleveland-cavaliers,2020,Taurean Prince,20217
cleveland-cavaliers,2020,Larry Nance Jr.,17855
cleveland-cavaliers,2020,Cedi Osman,17859
cleveland-cavaliers,2020,Darius Garland,31562
cleveland-cavaliers,2020,Isaac Okoro,70647
cleveland-cavaliers,2020,Collin Sexton,26974
cleveland-cavaliers,2020,JaVale McGee,6159
cleveland-cavaliers,2020,Jarrett Allen,23617
cleveland-cavaliers,2020,Dylan Windler,31585
cleveland-cavaliers,2020,Damyean Dotson,23645
cleveland-cavaliers,2020,Matthew Dellavedova,13478
cleveland-cavaliers,2020,Dean Wade,31963
cleveland-cavaliers,2020,Marques Bolden,32818
dallas-mavericks,2020,Kristaps Porzingis,17832
dallas-mavericks,2020,Tim Hardaway Jr.,13337
dallas-mavericks,2020,James Johnson,6279
dallas-mavericks,2020,Dwight Powell,15397
dallas-mavericks,2020,Josh Richardson,17868
dallas-mavericks,2020,Maxi Kleber,24212
dallas-mavericks,2020,Luka Doncic,26969
dallas-mavericks,2020,Willie Cauley-Stein,17834
dallas-mavericks,2020,Dorian Finney-Smith,20757
dallas-mavericks,2020,Boban Marjanovic,17984
dallas-mavericks,2020,Trey Burke,13322
dallas-mavericks,2020,Josh Green,70660
dallas-mavericks,2020,Wesley Iwundu,23628
dallas-mavericks,2020,Jalen Brunson,26999
dallas-mavericks,2020,Tyrell Terry,70673
denver-nuggets,2020,Nikola Jokic,15393
denver-nuggets,2020,Jamal Murray,20212
denver-nuggets,2020,Gary Harris,15371
denver-nuggets,2020,Will Barton,10865
denver-nuggets,2020,Paul Millsap,2754
denver-nuggets,2020,JaMychal Green,11666
denver-nuggets,2020,Michael Porter Jr.,26980
denver-nuggets,2020,Facundo Campazzo,70736
denver-nuggets,2020,Zeke Nnaji,70664
denver-nuggets,2020,RJ Hampton,70666
denver-nuggets,2020,Bol Bol,31603
denver-nuggets,2020,P.J. Dozier,23668
denver-nuggets,2020,Monte Morris,23652
denver-nuggets,2020,Isaiah Hartenstein,23644
denver-nuggets,2020,Vlatko Cancar,23650
detroit-pistons,2020,Blake Griffin,6501
detroit-pistons,2020,Jerami Grant,15391
detroit-pistons,2020,Delon Wright,17848
detroit-pistons,2020,Mason Plumlee,13335
detroit-pistons,2020,Dennis Smith Jr.,23604
detroit-pistons,2020,Killian Hayes,70649
detroit-pistons,2020,Rodney McGruder,13575
detroit-pistons,2020,Josh Jackson,23599
detroit-pistons,2020,Sekou Doumbouya,31572
detroit-pistons,2020,Isaiah Stewart,70658
detroit-pistons,2020,Saddiq Bey,70661
detroit-pistons,2020,Jahlil Okafor,17831
detroit-pistons,2020,Sviatoslav Mykhailiuk,27013
detroit-pistons,2020,Wayne Ellington,6302
detroit-pistons,2020,Deividas Sirvydis,31596
golden-state-warriors,2020,Stephen Curry,6287
golden-state-warriors,2020,Klay Thompson,8062
golden-state-warriors,2020,Andrew Wiggins,15353
golden-state-warriors,2020,Draymond Green,10860
golden-state-warriors,2020,Kelly Oubre Jr.,17843
golden-state-warriors,2020,James Wiseman,70644
golden-state-warriors,2020,Kevon Looney,17858
golden-state-warriors,2020,Brad Wanamaker,27289
golden-state-warriors,2020,Jordan Poole,31587
golden-state-warriors,2020,Marquese Chriss,20213
golden-state-warriors,2020,Damion Lee,21063
golden-state-warriors,2020,Kent Bazemore,11079
golden-state-warriors,2020,Mychal Mulder,32841
golden-state-warriors,2020,Eric Paschall,31600
golden-state-warriors,2020,Alen Smailagic,31598
houston-rockets,2020,John Wall,6882
houston-rockets,2020,Victor Oladipo,13315
houston-rockets,2020,Eric Gordon,6116
houston-rockets,2020,Christian Wood,18218
houston-rockets,2020,Dante Exum,15357
houston-rockets,2020,P.J. Tucker,11059
houston-rockets,2020,Danuel House,20800
houston-rockets,2020,Ben McLemore,13320
houston-rockets,2020,David Nwaba,21577
houston-rockets,2020,Rodions Kurucs,27006
houston-rockets,2020,Kevin Porter Jr.,31589
houston-rockets,2020,DeMarcus Cousins,6886
houston-rockets,2020,Sterling Brown,23647
houston-rockets,2020,Jaeâ€™Sean Tate,70758
houston-rockets,2020,Kenyon Martin Jr.,70694
indiana-pacers,2020,Malcolm Brogdon,20242
indiana-pacers,2020,Domantas Sabonis,20216
indiana-pacers,2020,Myles Turner,17839
indiana-pacers,2020,Caris LeVert,20225
indiana-pacers,2020,T.J. Warren,15366
indiana-pacers,2020,Jeremy Lamb,10820
indiana-pacers,2020,Doug McDermott,15363
indiana-pacers,2020,Justin Holiday,11441
indiana-pacers,2020,T.J. McConnell,18252
indiana-pacers,2020,Goga Bitadze,31575
indiana-pacers,2020,Aaron Holiday,26989
indiana-pacers,2020,Edmond Sumner,23653
indiana-pacers,2020,JaKarr Sampson,15838
indiana-pacers,2020,Jalen Lecque,32057
indiana-pacers,2020,Kelan Martin,32756
los-angeles-clippers,2020,Paul George,6892
los-angeles-clippers,2020,Kawhi Leonard,8066
los-angeles-clippers,2020,Marcus Morris Sr.,8065
los-angeles-clippers,2020,Patrick Beverley,6297
los-angeles-clippers,2020,Serge Ibaka,6313
los-angeles-clippers,2020,Louis Williams,2657
los-angeles-clippers,2020,Ivica Zubac,20238
los-angeles-clippers,2020,Luke Kennard,23607
los-angeles-clippers,2020,Patrick Patterson,6896
los-angeles-clippers,2020,Mfiondu Kabengele,31586
los-angeles-clippers,2020,Nicolas Batum,6149
los-angeles-clippers,2020,Reggie Jackson,8075
los-angeles-clippers,2020,Terance Mann,31607
los-angeles-clippers,2020,Daniel Oturu,70675
los-angeles-clippers,2020,Amir Coffey,32198
los-angeles-lakers,2020,LeBron James,2257
los-angeles-lakers,2020,Anthony Davis,10809
los-angeles-lakers,2020,Dennis SchrÃ¶der,13330
los-angeles-lakers,2020,Kentavious Caldwell-Pope,13321
los-angeles-lakers,2020,Montrezl Harrell,17860
los-angeles-lakers,2020,Wesley Matthews,6489
los-angeles-lakers,2020,Kyle Kuzma,23622
los-angeles-lakers,2020,Alex Caruso,21076
los-angeles-lakers,2020,Marc Gasol,6122
los-angeles-lakers,2020,Alfonzo McKinnie,24106
los-angeles-lakers,2020,Jared Dudley,2228
los-angeles-lakers,2020,Markieff Morris,8064
los-angeles-lakers,2020,Quinn Cook,18264
los-angeles-lakers,2020,Talen Horton-Tucker,31605
los-angeles-lakers,2020,Kostas Antetokounmpo,27026
memphis-grizzlies,2020,Dillon Brooks,23646
memphis-grizzlies,2020,De'Anthony Melton,27012
memphis-grizzlies,2020,Kyle Anderson,15382
memphis-grizzlies,2020,Ja Morant,31559
memphis-grizzlies,2020,Gorgui Dieng,13334
memphis-grizzlies,2020,Jonas Valanciunas,8055
memphis-grizzlies,2020,Justise Winslow,17838
memphis-grizzlies,2020,Tyus Jones,17852
memphis-grizzlies,2020,Jaren Jackson Jr.,26970
memphis-grizzlies,2020,Brandon Clarke,31578
memphis-grizzlies,2020,Grayson Allen,26987
memphis-grizzlies,2020,John Konchar,32170
memphis-grizzlies,2020,Desmond Bane,70672
memphis-grizzlies,2020,Jontay Porter,47359
memphis-grizzlies,2020,Xavier Tillman,70677
miami-heat,2020,Jimmy Butler,8081
miami-heat,2020,Goran Dragic,6146
miami-heat,2020,Andre Iguodala,2652
miami-heat,2020,Kelly Olynyk,13326
miami-heat,2020,Meyers Leonard,10819
miami-heat,2020,Avery Bradley,6901
miami-heat,2020,Edrice Adebayo,23609
miami-heat,2020,Tyler Herro,31570
miami-heat,2020,Maurice Harkless,10823
miami-heat,2020,Precious Achiuwa,70662
miami-heat,2020,Kendrick Nunn,28041
miami-heat,2020,Duncan Robinson,27658
miami-heat,2020,Udonis Haslem,2549
miami-heat,2020,KZ Okpala,31591
miami-heat,2020,Chris Silva,32319
milwaukee-bucks,2020,Khris Middleton,10864
milwaukee-bucks,2020,Giannis Antetokounmpo,13328
milwaukee-bucks,2020,Jrue Holiday,6316
milwaukee-bucks,2020,Brook Lopez,6136
milwaukee-bucks,2020,D.J. Augustin,6088
milwaukee-bucks,2020,Pat Connaughton,17869
milwaukee-bucks,2020,DJ Wilson,23612
milwaukee-bucks,2020,Bobby Portis,17850
milwaukee-bucks,2020,Donte DiVincenzo,26983
milwaukee-bucks,2020,Bryn Forbes,20796
milwaukee-bucks,2020,Thanasis Antetokounmpo,15403
milwaukee-bucks,2020,Torrey Craig,24230
milwaukee-bucks,2020,Sam Merrill,70702
milwaukee-bucks,2020,Jordan Nwora,70687
milwaukee-bucks,2020,Jaylen Adams,27343
minnesota-timberwolves,2020,Karl-Anthony Towns,17829
minnesota-timberwolves,2020,D'Angelo Russell,17830
minnesota-timberwolves,2020,Ricky Rubio,6305
minnesota-timberwolves,2020,Malik Beasley,20224
minnesota-timberwolves,2020,Anthony Edwards,70643
minnesota-timberwolves,2020,Juan Hernangomez,20220
minnesota-timberwolves,2020,Jarrett Culver,31563
minnesota-timberwolves,2020,Ed Davis,6895
minnesota-timberwolves,2020,Jake Layman,20253
minnesota-timberwolves,2020,Josh Okogie,26986
minnesota-timberwolves,2020,Jaden McDaniels,70670
minnesota-timberwolves,2020,Jarred Vanderbilt,27007
minnesota-timberwolves,2020,Jaylen Nowell,31602
minnesota-timberwolves,2020,Naz Reid,32045
minnesota-timberwolves,2020,Jordan McLaughlin,27975
new-orleans-pelicans,2020,Steven Adams,13325
new-orleans-pelicans,2020,Brandon Ingram,20207
new-orleans-pelicans,2020,Eric Bledsoe,6900
new-orleans-pelicans,2020,J.J. Redick,2643
new-orleans-pelicans,2020,Lonzo Ball,23597
new-orleans-pelicans,2020,Zion Williamson,31558
new-orleans-pelicans,2020,Jaxson Hayes,31565
